group_x,n_x,region,mean_x,se_x,std_x,sample_size_x,group_y,n_y,mean_y,se_y,std_y,sample_size_y,comparison,p_value,group1,group2,t,significant,NPVR,num,anat,n,timepoint,NPVR_CI_low,NPVR_CI_high,test,sample_size,alpha,std_t,std_p,std_p_low,std_p_high,proba_significant,metric,study,clinical_measure,r,std_r
PDM,27.0,Caudate,-0.045,0.007,0.036373066958946425,27.0,Control,70.0,-0.021,0.005,0.04183300132670378,70.0,Control vs. PDM,0.001,Control,PDM,-2.7899433298516625,True,0.455654565616698,0.0156990279457985,0.034453792698315,390,hc & pd,0.4467805488914238,0.4647081796605899,T,97,0.05,0.455654565616698,0.008275326122757925,0.008114161530187538,0.008439752454580993,0.9945812179701841,subcortical volume,longitudinal,,,
PDM,27.0,Caudate,-0.045,0.007,0.036373066958946425,27.0,PDE,22.0,-0.044,0.008,0.03752332607858744,22.0,PDE vs. PDM,0.864,PDE,PDM,-0.09407208683835981,False,0.455654565616698,0.0156990279457985,0.034453792698315,390,hc & pd,0.4467805488914238,0.4647081796605899,T,49,0.05,0.455654565616698,0.3600008500914829,0.3529897197179707,0.3671538756466862,0.13599999999705564,subcortical volume,longitudinal,,,
PD,76.0,CortexVol,-2.86,0.32,2.7896953238660314,76.0,Control,70.0,-1.81,0.3,2.5099800796022267,70.0,Control vs. PD,0.006,Control,PD,-2.3937939510846538,True,0.1419785270208647,0.0038332543592976,0.0269988317228728,390,hc & pd,0.1392134503191582,0.1447995648928928,T,146,0.05,0.1419785270208647,0.006679549646946494,0.006549463305763722,0.0068122687483311625,0.9993452248980863,cortical volume,longitudinal,,,
PDE,22.0,CortexVol,-2.33,0.52,2.4390161951081835,22.0,Control,70.0,-1.81,0.3,2.5099800796022267,70.0,Control vs. PDE,0.278,Control,PDE,-0.8661855860486003,False,0.1419785270208647,0.0038332543592976,0.0269988317228728,390,hc & pd,0.1392134503191582,0.1447995648928928,T,92,0.05,0.1419785270208647,0.07742983023843912,0.07592185981430637,0.07896831981225506,1.553264483083615e-05,cortical volume,longitudinal,,,
PDL,27.0,CortexVol,-2.44,0.5,2.598076211353316,27.0,Control,70.0,-1.81,0.3,2.5099800796022267,70.0,Control vs. PDL,0.186,Control,PDL,-1.0804410863978056,False,0.1419785270208647,0.0038332543592976,0.0269988317228728,390,hc & pd,0.1392134503191582,0.1447995648928928,T,97,0.05,0.1419785270208647,0.06286734874320916,0.06164298725027468,0.06411648954949833,0.0020979503327365192,cortical volume,longitudinal,,,
PDL,27.0,CortexVol,-2.44,0.5,2.598076211353316,27.0,PDE,22.0,-2.33,0.52,2.4390161951081835,22.0,PDE vs. PDL,0.87,PDE,PDL,-0.15248391757539242,False,0.1419785270208647,0.0038332543592976,0.0269988317228728,390,hc & pd,0.1392134503191582,0.1447995648928928,T,49,0.05,0.1419785270208647,0.11135191995915006,0.10918330611288804,0.11356442342653456,7.383238961996626e-10,cortical volume,longitudinal,,,
PDL,27.0,CortexVol,-2.44,0.5,2.598076211353316,27.0,PDM,27.0,-3.48,0.45,2.3382685902179845,27.0,PDM vs. PDL,0.101,PDM,PDL,1.546051824194106,False,0.1419785270208647,0.0038332543592976,0.0269988317228728,390,hc & pd,0.1392134503191582,0.1447995648928928,T,54,0.05,0.1419785270208647,0.034264941723864635,0.03359762115057776,0.03494576790451415,0.0449019302317044,cortical volume,longitudinal,,,
PDM,27.0,CortexVol,-3.48,0.45,2.3382685902179845,27.0,Control,70.0,-1.81,0.3,2.5099800796022267,70.0,Control vs. PDM,0.001,Control,PDM,-3.0878310923204424,True,0.1419785270208647,0.0038332543592976,0.0269988317228728,390,hc & pd,0.1392134503191582,0.1447995648928928,T,97,0.05,0.1419785270208647,0.0011461721345261135,0.0011238500698320796,0.0011689459656624678,1.0,cortical volume,longitudinal,,,
PDM,27.0,CortexVol,-3.48,0.45,2.3382685902179845,27.0,PDE,22.0,-2.33,0.52,2.4390161951081835,22.0,PDE vs. PDM,0.081,PDE,PDM,-1.6722961246772952,False,0.1419785270208647,0.0038332543592976,0.0269988317228728,390,hc & pd,0.1392134503191582,0.1447995648928928,T,49,0.05,0.1419785270208647,0.02814583917470506,0.027597690058180427,0.028705082039932044,0.12499845117244748,cortical volume,longitudinal,,,
PD,76.0,Pallidum,0.002,0.002,0.017435595774162697,76.0,Control,70.0,0.001,0.002,0.016733200530681513,70.0,Control vs. PD,0.802,Control,PD,0.3535533905932738,False,0.5225383839535602,0.0276792545717003,0.0529707585541894,390,hc & pd,0.5123617837201668,0.5329209439198621,T,146,0.05,0.5225383839535602,0.39082671006957836,0.38321523632707927,0.3985922290789733,0.18037929653594725,subcortical volume,longitudinal,,,
PDE,22.0,Pallidum,-0.003,0.003,0.01407124727947029,22.0,Control,70.0,0.001,0.002,0.016733200530681513,70.0,Control vs. PDE,0.205,Control,PDE,-1.1094003924504583,False,0.5225383839535602,0.0276792545717003,0.0529707585541894,390,hc & pd,0.5123617837201668,0.5329209439198621,T,92,0.05,0.5225383839535602,0.224106921171809,0.21974236802827418,0.22855980658536434,0.34220395939520504,subcortical volume,longitudinal,,,
PDL,27.0,Pallidum,0.004,0.003,0.015588457268119896,27.0,Control,70.0,0.001,0.002,0.016733200530681513,70.0,Control vs. PDL,0.374,Control,PDL,0.8320502943378436,False,0.5225383839535602,0.0276792545717003,0.0529707585541894,390,hc & pd,0.5123617837201668,0.5329209439198621,T,97,0.05,0.5225383839535602,0.2934614828849063,0.2877462277248492,0.29929240657858697,0.1536346479135109,subcortical volume,longitudinal,,,
PDL,27.0,Pallidum,0.004,0.003,0.015588457268119896,27.0,PDE,22.0,-0.003,0.003,0.01407124727947029,22.0,PDE vs. PDL,0.074,PDE,PDL,1.649915822768611,False,0.5225383839535602,0.0276792545717003,0.0529707585541894,390,hc & pd,0.5123617837201668,0.5329209439198621,T,49,0.05,0.5225383839535602,0.10737031365883512,0.10527924285409758,0.1095037047252081,0.6093722820185261,subcortical volume,longitudinal,,,
PDL,27.0,Pallidum,0.004,0.003,0.015588457268119896,27.0,PDM,27.0,0.003,0.003,0.015588457268119896,27.0,PDM vs. PDL,0.918,PDM,PDL,0.23570226039551587,False,0.5225383839535602,0.0276792545717003,0.0529707585541894,390,hc & pd,0.5123617837201668,0.5329209439198621,T,54,0.05,0.5225383839535602,0.4033492620541814,0.3954939076526482,0.4113635975159249,0.08199999999705554,subcortical volume,longitudinal,,,
PDM,27.0,Pallidum,0.003,0.003,0.015588457268119896,27.0,Control,70.0,0.001,0.002,0.016733200530681513,70.0,Control vs. PDM,0.434,Control,PDM,0.5547001962252291,False,0.5225383839535602,0.0276792545717003,0.0529707585541894,390,hc & pd,0.5123617837201668,0.5329209439198621,T,97,0.05,0.5225383839535602,0.3560464489904183,0.349112331828574,0.36312090269746006,0.20861681554070868,subcortical volume,longitudinal,,,
PDM,27.0,Pallidum,0.003,0.003,0.015588457268119896,27.0,PDE,22.0,-0.003,0.003,0.01407124727947029,22.0,PDE vs. PDM,0.097,PDE,PDM,1.4142135623730951,False,0.5225383839535602,0.0276792545717003,0.0529707585541894,390,hc & pd,0.5123617837201668,0.5329209439198621,T,49,0.05,0.5225383839535602,0.152542558487707,0.14957174393325623,0.1555734980503258,0.5993493502553866,subcortical volume,longitudinal,,,
PD,76.0,Putamen,-0.027,0.005,0.04358898943540674,76.0,Control,70.0,-0.015,0.004,0.033466401061363026,70.0,Control vs. PD,0.034,Control,PD,-1.8740851426632728,True,0.5960269696557461,0.0220550444516971,0.037003433694344,390,hc & pd,0.5844191559816286,0.6078697087616525,T,146,0.05,0.5960269696557461,0.08273857827624084,0.08112721830565645,0.08438254985203225,0.8284304173311245,subcortical volume,longitudinal,,,
PDE,22.0,Putamen,-0.032,0.007,0.03283291031876401,22.0,Control,70.0,-0.015,0.004,0.033466401061363026,70.0,Control vs. PDE,0.021,Control,PDE,-2.108590488016544,True,0.5960269696557461,0.0220550444516971,0.037003433694344,390,hc & pd,0.5844191559816286,0.6078697087616525,T,92,0.05,0.5960269696557461,0.05286268429991004,0.05183316681008661,0.053913037741069446,0.8767191089375476,subcortical volume,longitudinal,,,
PDL,27.0,Putamen,-0.008,0.007,0.036373066958946425,27.0,Control,70.0,-0.015,0.004,0.033466401061363026,70.0,Control vs. PDL,0.443,Control,PDL,0.8682431421244591,False,0.5960269696557461,0.0220550444516971,0.037003433694344,390,hc & pd,0.5844191559816286,0.6078697087616525,T,97,0.05,0.5960269696557461,0.3245616896198246,0.31824074810095393,0.3310105578919429,0.13757263074934384,subcortical volume,longitudinal,,,
PDL,27.0,Putamen,-0.008,0.007,0.036373066958946425,27.0,PDE,22.0,-0.032,0.007,0.03283291031876401,22.0,PDE vs. PDL,0.01,PDE,PDL,2.4243661069253055,True,0.5960269696557461,0.0220550444516971,0.037003433694344,390,hc & pd,0.5844191559816286,0.6078697087616525,T,49,0.05,0.5960269696557461,0.02797258934915542,0.027427814327758083,0.02852838983242892,0.9400125872250509,subcortical volume,longitudinal,,,
PDL,27.0,Putamen,-0.008,0.007,0.036373066958946425,27.0,PDM,27.0,-0.037,0.006,0.031176914536239792,27.0,PDM vs. PDL,0.002,PDM,PDL,3.1454916383705145,True,0.5960269696557461,0.0220550444516971,0.037003433694344,390,hc & pd,0.5844191559816286,0.6078697087616525,T,54,0.05,0.5960269696557461,0.00468272105006976,0.00459152357712911,0.004775764228524827,0.9995066418462513,subcortical volume,longitudinal,,,
PDM,27.0,Putamen,-0.037,0.006,0.031176914536239792,27.0,Control,70.0,-0.015,0.004,0.033466401061363026,70.0,Control vs. PDM,0.002,Control,PDM,-3.0508510792387598,True,0.5960269696557461,0.0220550444516971,0.037003433694344,390,hc & pd,0.5844191559816286,0.6078697087616525,T,97,0.05,0.5960269696557461,0.005340869679838327,0.005236854554252459,0.005446989921768827,0.9987596961161969,subcortical volume,longitudinal,,,
PDM,27.0,Putamen,-0.037,0.006,0.031176914536239792,27.0,PDE,22.0,-0.032,0.007,0.03283291031876401,22.0,PDE vs. PDM,0.618,PDE,PDM,-0.5423261445466402,False,0.5960269696557461,0.0220550444516971,0.037003433694344,390,hc & pd,0.5844191559816286,0.6078697087616525,T,49,0.05,0.5960269696557461,0.40726173193395754,0.39933018094454814,0.41535380609278155,0.18567560563846972,subcortical volume,longitudinal,,,
PD,76.0,TotalGrayVol,-3.71,0.38,3.3127631970909124,76.0,Control,70.0,-2.26,0.35,2.9283100928692645,70.0,Control vs. PD,0.002,Control,PD,-2.8066852696859894,True,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,hc & pd,0.1338957408424647,0.1392684756433502,T,146,0.05,0.1365551964669927,0.002288254362803904,0.002243689885633088,0.0023337207608131938,0.9999999985784697,volume,longitudinal,,,
PDE,22.0,TotalGrayVol,-3.12,0.61,2.861153613492292,22.0,Control,70.0,-2.26,0.35,2.9283100928692645,70.0,Control vs. PDE,0.136,Control,PDE,-1.2228449523950533,False,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,hc & pd,0.1338957408424647,0.1392684756433502,T,92,0.05,0.1365551964669927,0.05133583544506593,0.050336053819419586,0.052355851210981366,0.020342866624348217,volume,longitudinal,,,
PDL,27.0,TotalGrayVol,-3.02,0.58,3.0137684051698463,27.0,Control,70.0,-2.26,0.35,2.9283100928692645,70.0,Control vs. PDL,0.166,Control,PDL,-1.1219010731204502,False,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,hc & pd,0.1338957408424647,0.1392684756433502,T,97,0.05,0.1365551964669927,0.05777328890451312,0.056648135837476764,0.05892121344923883,0.004758540293976274,volume,longitudinal,,,
PDL,27.0,TotalGrayVol,-3.02,0.58,3.0137684051698463,27.0,PDE,22.0,-3.12,0.61,2.861153613492292,22.0,PDE vs. PDL,0.896,PDE,PDL,0.11880372906997311,False,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,hc & pd,0.1338957408424647,0.1392684756433502,T,49,0.05,0.1365551964669927,0.10759913069911996,0.10550360361018,0.1097370682384699,2.9620648556332785e-09,volume,longitudinal,,,
PDL,27.0,TotalGrayVol,-3.02,0.58,3.0137684051698463,27.0,PDM,27.0,-4.55,0.53,2.7539607840345153,27.0,PDM vs. PDL,0.042,PDM,PDL,1.9473467600444196,True,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,hc & pd,0.1338957408424647,0.1392684756433502,T,54,0.05,0.1365551964669927,0.016790361469939452,0.016463363871866483,0.017123977028472324,0.7172356318709021,volume,longitudinal,,,
PDM,27.0,TotalGrayVol,-4.55,0.53,2.7539607840345153,27.0,Control,70.0,-2.26,0.35,2.9283100928692645,70.0,Control vs. PDM,0.001,Control,PDM,-3.6055168987386175,True,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,hc & pd,0.1338957408424647,0.1392684756433502,T,97,0.05,0.1365551964669927,0.00023043374210543512,0.0002259459721239283,0.00023501233808831255,1.0,volume,longitudinal,,,
PDM,27.0,TotalGrayVol,-4.55,0.53,2.7539607840345153,27.0,PDE,22.0,-3.12,0.61,2.861153613492292,22.0,PDE vs. PDM,0.064,PDE,PDM,-1.7696176726919934,False,0.1365551964669927,0.0031609476369908,0.0231477652903157,390,hc & pd,0.1338957408424647,0.1392684756433502,T,49,0.05,0.1365551964669927,0.023047322672854125,0.022598468777151593,0.02350526072498942,0.29597710885786743,volume,longitudinal,,,
