hemisphere,region,F,pval
lh,bankssts,1.8793732949822288,0.17196518893908014
lh,caudalanteriorcingulate,1.3585776990746041,0.245193428107909
lh,caudalmiddlefrontal,2.9411287461033924,0.08792284085304262
lh,cuneus,0.8973139551347472,0.34466345981184765
lh,entorhinal,2.1507243172881196,0.14409711690089308
lh,fusiform,2.5907167094300037,0.10909293335664765
lh,inferiorparietal,2.1831745659729074,0.14112332034513297
lh,inferiortemporal,2.016847380470876,0.1571424693715569
lh,isthmuscingulate,2.5198515294903405,0.11402489066912229
lh,lateraloccipital,0.33814515156546304,0.5615666065213729
lh,lateralorbitofrontal,5.676077265798557,0.018149173602366297
lh,lingual,2.3251669632711875,0.12890032556480704
lh,medialorbitofrontal,0.90420402225794,0.3428221051732403
lh,middletemporal,1.397352233700438,0.238592262556669
lh,parahippocampal,0.0029539755945317144,0.9567110030962536
lh,paracentral,3.3913984527331285,0.067040859003326
lh,parsopercularis,7.518631675801563,0.006668861238084881
lh,parsorbitalis,3.29880597043325,0.0708503213473293
lh,parstriangularis,10.702139283157612,0.0012633947678706943
lh,pericalcarine,2.207245110339223,0.13896229590538314
lh,postcentral,3.6078164333088996,0.058969622504488554
lh,posteriorcingulate,11.923355117104945,0.0006784935712474137
lh,precentral,3.5658577153513793,0.06044891885801697
lh,precuneus,4.103380409280141,0.044146429282110836
lh,rostralanteriorcingulate,4.177041519025969,0.04230611875213398
lh,rostralmiddlefrontal,6.702657860617346,0.010345037182743046
lh,superiorfrontal,2.7702549541756967,0.09762058472618176
lh,superiorparietal,1.0020206632678987,0.3180500148430251
lh,superiortemporal,6.771207838358837,0.009967975210714724
lh,supramarginal,2.0341534236784296,0.1553825738408191
lh,frontalpole,1.8271382725708447,0.17801592126420607
lh,temporalpole,0.05382885920256976,0.8167707121366333
lh,transversetemporal,3.525729846559609,0.06190094838448973
lh,insula,7.305113930570733,0.00747635713723265
lh,BrainSegVolNotVent,13.255699860406729,0.00034728111639560947
lh,eTIV,5.766296251661603,0.017265876566217538
rh,bankssts,3.6750072614405678,0.056680920459424806
rh,caudalanteriorcingulate,20.107816050867033,1.2415158687645519e-05
rh,caudalmiddlefrontal,0.11280829122351711,0.7373267534386441
rh,cuneus,1.8370658844911396,0.17684716831586073
rh,entorhinal,2.167634719647362,0.1425386567975598
rh,fusiform,1.054066443458415,0.3058313680319141
rh,inferiorparietal,1.362739982857916,0.24447418776562121
rh,inferiortemporal,0.25331619228633273,0.6153119472495143
rh,isthmuscingulate,0.449705910679141,0.50326006106133
rh,lateraloccipital,1.913379062788934,0.16815399915379522
rh,lateralorbitofrontal,8.00795098032297,0.005139631096367035
rh,lingual,1.5517893757694707,0.21435098177749443
rh,medialorbitofrontal,5.3029146637326585,0.02233417050886428
rh,middletemporal,2.550932590495721,0.1118319621621489
rh,parahippocampal,0.7130797403833727,0.39944761505115933
rh,paracentral,2.9030718654807792,0.08998771898232076
rh,parsopercularis,6.256289421010889,0.013190125941596808
rh,parsorbitalis,10.293435398841895,0.0015584439221336694
rh,parstriangularis,10.102775099605124,0.0017193271997625248
rh,pericalcarine,3.035731385959151,0.08301042298511142
rh,postcentral,0.302560375643925,0.5829048308389745
rh,posteriorcingulate,10.524580422562657,0.0013838476789572653
rh,precentral,0.928537025491178,0.336424704991825
rh,precuneus,2.071678066295309,0.15164338337458735
rh,rostralanteriorcingulate,10.790367053092371,0.0012075805572453028
rh,rostralmiddlefrontal,16.725103104469774,6.292553455862897e-05
rh,superiorfrontal,2.401294144907548,0.12283990052839165
rh,superiorparietal,0.04183664869550309,0.8381426310578616
rh,superiortemporal,6.701358896783914,0.010352322930475916
rh,supramarginal,0.8385962073440614,0.3609181574733322
rh,frontalpole,2.3340331359691753,0.12817754920423818
rh,temporalpole,0.5359723296906422,0.46497679515806944
rh,transversetemporal,3.263198112859661,0.07237694797018367
rh,insula,7.628243214762305,0.006289792283816281
rh,BrainSegVolNotVent,13.255699860406729,0.00034728111639560947
rh,eTIV,5.766296251661603,0.017265876566217538
