region,hemisphere,n_correlations,n_significant,proportion_significant,mean_r,std_r,min_r,max_r,mean_p,std_p,min_p,max_p,mean_n,min_n,max_n
parsopercularis,rh,26,0,0.0,-0.06453091536508505,0.012577988819247342,-0.08177245332469858,-0.03976482332747542,0.5063870538359851,0.08464926749240755,0.39573496063851055,0.6800052664583367,112.0,112.0,112.0
parahippocampal,rh,26,0,0.0,-0.026224209944108814,0.014798648096608084,-0.05615774646637891,0.01066445027845278,0.7810345074046278,0.10401233336931574,0.5600823014622662,0.9660144780907325,112.0,112.0,112.0
parsopercularis,lh,26,0,0.0,-0.10585415424594141,0.016761982824387997,-0.13563620312558175,-0.06750058547204797,0.2779639870218276,0.07757044472811789,0.15769921832154005,0.483512385524278,112.0,112.0,112.0
parahippocampal,lh,26,0,0.0,-0.025281166078664784,0.011353296669450726,-0.05791096297231606,-0.007877766151232979,0.7946470038197471,0.08910602828471657,0.5478788730003501,0.9349010812085851,112.0,112.0,112.0
middletemporal,rh,26,0,0.0,-0.1441768222727757,0.015822445810139488,-0.1803228512619601,-0.10633623191059512,0.13801685279309467,0.045323914669335955,0.05941344509740806,0.2688729213668833,112.0,112.0,112.0
lingual,lh,26,0,0.0,-0.10432016434647154,0.01802937137637707,-0.15025804728979902,-0.07968222932847266,0.2860059991418741,0.07690418410855934,0.11715522484663284,0.4079625922824962,112.0,112.0,112.0
lingual,rh,26,0,0.0,-0.12837957293729613,0.02013765192565669,-0.16710687001057287,-0.09734689922269178,0.19044640911463284,0.06833862246354958,0.08100193280418212,0.31166956094854653,112.0,112.0,112.0
medialorbitofrontal,lh,26,0,0.0,0.0524508463336394,0.028568447478827946,-0.025555199895469005,0.10812366671504817,0.5841279936642789,0.1658656754609312,0.26086200264743775,0.9004380876297482,112.0,112.0,112.0
medialorbitofrontal,rh,26,0,0.0,0.05486418461099785,0.025823860948408616,-0.007252783405266088,0.10813904701059332,0.5773617313816112,0.16518575783970638,0.2607937853190919,0.9400556995184455,112.0,112.0,112.0
isthmuscingulate,rh,26,0,0.0,0.11685876128787359,0.01878073150916555,0.060126668329286856,0.14957075933199238,0.23252029934697763,0.08359120397487957,0.11885965717049571,0.5326440549678788,112.0,112.0,112.0
isthmuscingulate,lh,26,0,0.0,0.027742863614465336,0.01785140444136273,-0.008262334984381593,0.0672558620824309,0.7709497925067937,0.12850624856249102,0.4851030853481806,0.9873563775862801,112.0,112.0,112.0
posteriorcingulate,lh,26,0,0.0,-0.11982080903402986,0.02304949314113563,-0.1712548935708109,-0.07778389708231215,0.22460986180784584,0.08357317977403306,0.07363762567447753,0.41925765402019155,112.0,112.0,112.0
posteriorcingulate,rh,26,0,0.0,0.060093142528395496,0.01541358647534815,0.03511133841745684,0.10060762915801519,0.5379432828224243,0.10150378839306645,0.2956607778796708,0.7157411967936285,112.0,112.0,112.0
rostralmiddlefrontal,rh,26,0,0.0,-0.0413706056350706,0.012643822020484401,-0.06397271773843444,-0.008747722715155672,0.6702366620847637,0.0962936152565212,0.5067111092147485,0.9277305363187114,112.0,112.0,112.0
rostralmiddlefrontal,lh,26,0,0.0,-0.016875261507261333,0.015557136579377524,-0.04259560251610614,0.020919117160396964,0.8379791565448771,0.09124783356894897,0.658602331184047,0.9765226669899878,112.0,112.0,112.0
rostralanteriorcingulate,rh,26,0,0.0,0.03231977803599939,0.025217239578594865,-0.019941675902672932,0.07516354031671346,0.7258703598120178,0.16647407289353536,0.4351429205672218,0.9937974310892379,112.0,112.0,112.0
rostralanteriorcingulate,lh,26,0,0.0,-0.040507569437363,0.02337423148649373,-0.0906429564166991,0.003630887222696667,0.6789949134297617,0.16832984707632492,0.34631972338706374,0.984231751582453,112.0,112.0,112.0
rejected_images,rh,0,0,0.0,,,,,,,,,112.0,112.0,112.0
rejected_images,lh,0,0,0.0,,,,,,,,,112.0,112.0,112.0
subject,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
subject,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
superiortemporal,rh,26,0,0.0,-0.14852344271564547,0.01043924374627087,-0.16810321874605666,-0.12657984068765588,0.12364338258195563,0.027238442616444158,0.07918135909338885,0.1875966957746959,112.0,112.0,112.0
superiorparietal,rh,26,0,0.0,-0.15434010012370272,0.008706636243775679,-0.17285189035015508,-0.135848296484886,0.10881793074948633,0.019985687911255864,0.07095044304830357,0.1570444370876515,112.0,112.0,112.0
superiorfrontal,lh,26,0,0.0,-0.08591589415829776,0.010726177405299835,-0.1085670852133622,-0.06350222904360536,0.3749739741616876,0.05930768598430187,0.2589001568369778,0.5098479819494646,112.0,112.0,112.0
superiorfrontal,rh,26,0,0.0,-0.11637194262671552,0.012264931063022773,-0.14873552344401358,-0.09632948406951675,0.22959395846958014,0.04768046540390444,0.12095671787201065,0.3167778519036918,112.0,112.0,112.0
temporalpole,lh,26,0,0.0,-0.10814906665915683,0.03772050126418159,-0.18646027656595815,-0.041162823736414035,0.294225572652164,0.16946457398625422,0.051126924817703756,0.6694021696419663,112.0,112.0,112.0
transversetemporal,lh,26,0,0.0,-0.12121250495097627,0.01696521376866708,-0.15346115509378844,-0.08433725555294244,0.21394465438145877,0.06659958593565687,0.10946012543561012,0.3810332161787876,112.0,112.0,112.0
visit,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
visit,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
