repetition,region,hemisphere,F,p_value,np2,sample_size,metric,test,analysis,study,timepoint_x,NPVR,num,anat,n,timepoint_y,NPVR_CI_low,NPVR_CI_high,significant,std_F,std_p,std_p_low,std_p_high,proba_significant,r,std_r
24,BrainSegVolNotVent,,,0.4925375825555499,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0287856289168471,2782.5177166537146,96663.4331558834,89,pd,0.0276220330868092,0.029998965143116,False,,0.017961511832022565,0.01723545716324005,0.018718603262864838,3.356071512981229e-274,-0.06705793049088081,0.00276366362436316
25,BrainSegVolNotVent,,,0.44412750414470403,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0287856289168471,2782.5177166537146,96663.4331558834,89,pd,0.0276220330868092,0.029998965143116,False,,0.016947171296752793,0.01626211911641643,0.017661507499951053,4.163295211312167e-253,-0.07475315106577893,0.0027621484492768825
26,BrainSegVolNotVent,,,0.481001577531739,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0287856289168471,2782.5177166537146,96663.4331558834,89,pd,0.0276220330868092,0.029998965143116,False,,0.017729692932244596,0.017013009033365518,0.01847701301955128,1.5939847788222043e-269,-0.06885300678315932,0.00276332495458677
1,lhCortexVol,,,0.1583726564781782,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0461686354636588,945.4678785560412,20478.575315492188,89,pd,0.0443023697704812,0.0481146786815187,False,,0.013335274651636121,0.012796225460740303,0.01389736665486508,2.9526435036235384e-28,-0.13733054959076768,0.004400486803755544
2,lhCortexVol,,,0.1379676368546925,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0461686354636588,945.4678785560412,20478.575315492188,89,pd,0.0443023697704812,0.0481146786815187,False,,0.011983254150135483,0.011498857418708808,0.01248835745744719,3.2734607465984997e-22,-0.1443491405187092,0.004396051084922105
3,lhCortexVol,,,0.1337506037340081,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0461686354636588,945.4678785560412,20478.575315492188,89,pd,0.0443023697704812,0.0481146786815187,False,,0.01169540226033847,0.011222641309377246,0.012188372390824353,5.7703650924181685e-21,-0.14589645090996764,0.004395042829707397
4,lhCortexVol,,,0.1762940093287771,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0461686354636588,945.4678785560412,20478.575315492188,89,pd,0.0443023697704812,0.0481146786815187,False,,0.014470603198635083,0.013885660844632523,0.015080550166533056,1.5296868190641973e-33,-0.1317040488187666,0.004403880076029838
5,lhCortexVol,,,0.1378913750759421,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0461686354636588,945.4678785560412,20478.575315492188,89,pd,0.0443023697704812,0.0481146786815187,False,,0.011978075136974471,0.011493887755780696,0.012482960144929136,3.4479872112908836e-22,-0.14437680087701552,0.004396033157324759
6,lhCortexVol,,,0.12270845122132193,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0461686354636588,945.4678785560412,20478.575315492188,89,pd,0.0443023697704812,0.0481146786815187,False,,0.010927090526832432,0.010485386890333898,0.011387675731422714,1.0136906488495668e-17,-0.15013250530892958,0.00439222631439699
7,lhCortexVol,,,0.16143812601323865,,109,subcortical volume,r,partial correlation,cross-sectional,baseline,0.0461686354636588,945.4678785560412,20478.575315492188,89,pd,0.0443023697704812,0.0481146786815187,False,,0.013532806864018055,0.012985772867256443,0.014103225000743362,3.658107666650529e-29,-0.13633575534930104,0.004401097273397061
