repetition,region,hemisphere,F,p_value,np2,sample_size,metric,test,analysis,study,timepoint_x,NPVR,num,anat,n,timepoint_y,NPVR_CI_low,NPVR_CI_high,significant,std_F,std_p,std_p_low,std_p_high,proba_significant,r,std_r
24,lh-superiorparietal,lh,0.23096669036081668,0.6313494731718864,0.0011891342266190706,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1107131851846228,0.0116114487483578,0.1048786441198932,198,hc & pd,0.1076971974395094,0.113815137357754,False,0.10641528603441927,0.07856214873557563,0.07642200185585979,0.08076329602972848,5.909832196640053e-22,,
25,lh-superiorparietal,lh,0.520412690926931,0.4715341977009545,0.0026753628769738097,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1107131851846228,0.0116114487483578,0.1048786441198932,198,hc & pd,0.1076971974395094,0.113815137357754,False,0.15973617493821488,0.06794588162203818,0.0660949372565476,0.06984958328865838,3.9329666315158026e-19,,
26,lh-superiorparietal,lh,0.08314264474822565,0.7733907596567204,0.0004283867399056434,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1107131851846228,0.0116114487483578,0.1048786441198932,198,hc & pd,0.1076971974395094,0.113815137357754,False,0.06384711216940524,0.0846154147681454,0.08231036814192062,0.08698616193148238,2.4182735839504505e-20,,
1,rh-superiorparietal,rh,0.0957545415614236,0.7573171968408045,0.0004933366100025637,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.06837471796740319,0.08390440781424616,0.08161873004870476,0.08625523404800212,6.99798924328722e-21,,
2,rh-superiorparietal,rh,0.3233697332666763,0.5702472479601723,0.001664080515434361,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.125650882011144,0.07484480388427571,0.07280592287002285,0.07694179894109084,2.0883341427661636e-21,,
3,rh-superiorparietal,rh,0.1493519483469178,0.6995789639635358,0.0007692631824321136,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.08539280970794436,0.08167604554951137,0.07945107160412386,0.08396443772757566,6.761563827966403e-22,,
4,rh-superiorparietal,rh,0.119098406545137,0.7303882815379166,0.0006135326586759035,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.07625508908188765,0.08292641333225856,0.08066737755490984,0.08524983820362346,1.8046826738844015e-21,,
5,rh-superiorparietal,rh,0.32972019434570754,0.5664890756643721,0.0016967049302389783,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.12687867389500465,0.0746067268533063,0.07257433140268887,0.07669705148904776,2.393195569116108e-21,,
6,rh-superiorparietal,rh,0.22301366161941666,0.6372839647079348,0.0011482349975680897,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10434739018188223,0.07871066510257034,0.0765664724216064,0.08091597351508123,4.551193899364987e-22,,
7,rh-superiorparietal,rh,0.36721232902964673,0.5452360729485818,0.0018892709558854016,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.13389812153511965,0.07321666295680399,0.07122213486290459,0.07526804090595743,5.665715225378892e-21,,
8,rh-superiorparietal,rh,0.27413777662446326,0.6011671047980347,0.0014110873416391923,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.11569119322249247,0.07671672303061795,0.07462684822374864,0.07886616535154385,8.28178136724088e-22,,
9,rh-superiorparietal,rh,0.3958519089592725,0.5299794860949217,0.00203631870264732,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.13902158290394806,0.07217246472652507,0.07020638210694509,0.07419458642255751,1.1524319104094681e-20,,
10,rh-superiorparietal,rh,0.24950289047335086,0.6179913387326316,0.0012844454516521048,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.11037066211804583,0.07767108256897404,0.07555520962405718,0.07984726405054296,5.852695755932603e-22,,
11,rh-superiorparietal,rh,0.13077052352977822,0.7180280167777233,0.0006736207927116226,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.07990441724592337,0.0824417343367354,0.08019590191821313,0.0847515795151222,1.1358388882999884e-21,,
12,rh-superiorparietal,rh,0.20555278166042992,0.6507823527616838,0.0010584289620777572,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10017919473933186,0.07940360016887807,0.07724053093166061,0.08162832317443122,4.2134224072906265e-22,,
13,rh-superiorparietal,rh,0.3043835655383148,0.5817822206313554,0.001566529585966068,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.12190638622568503,0.07556117673061014,0.07350278068098119,0.07767824305810322,1.4186251325228644e-21,,
14,rh-superiorparietal,rh,0.1771328588934078,0.6743147522784612,0.0009122230629603975,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.09299624721936317,0.0805446468608825,0.07835049385677721,0.08280133961114135,4.537827224768173e-22,,
15,rh-superiorparietal,rh,0.21063871456339583,0.6467810373238148,0.0010845889594801098,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10141097429573957,0.07920113131453824,0.07704357762257799,0.08142018156574272,4.273123434138095e-22,,
16,rh-superiorparietal,rh,0.14632185530715752,0.7024941460955114,0.0007536679238054682,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.08452213465547873,0.08180041532676326,0.07957205336825493,0.08409229208618228,7.242566294164285e-22,,
17,rh-superiorparietal,rh,0.15841282955142208,0.6910596500939163,0.0008158947492555482,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.0879449756424386,0.08130528114275506,0.07909040735757193,0.08358328527665515,5.685529515543784e-22,,
18,rh-superiorparietal,rh,0.26562761152324793,0.6068668010750797,0.001367342307484413,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.11388131303973968,0.07704506172917652,0.07494624249992926,0.07920370341454865,7.268798465005818e-22,,
19,rh-superiorparietal,rh,0.22192240014627157,0.6381083235443151,0.0011426228172587813,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10409177820123515,0.07875379233197291,0.0766084248027274,0.08096030907936047,4.518993190798936e-22,,
20,rh-superiorparietal,rh,0.2149965532910491,0.6433988408228295,0.0011070028427596515,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10245463396557924,0.07902806244933497,0.07687522340428551,0.08124226367247091,4.349483173658361e-22,,
21,rh-superiorparietal,rh,0.2564379930259846,0.6131529413063832,0.0013201003563917454,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.1118940625007046,0.07740120919641581,0.07529268799359733,0.07956982938984111,6.391000195787665e-22,,
22,rh-superiorparietal,rh,0.22346482292651643,0.6369438703681227,0.0011505552283821588,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10445288533173988,0.07869284194013258,0.07654913478796452,0.08089765098486389,4.56495197589786e-22,,
23,rh-superiorparietal,rh,0.2939985101501277,0.5882917856254012,0.001513163105420206,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.11980871827970087,0.07595594449977226,0.07388679440353205,0.07808407139550202,1.1653451882536089e-21,,
24,rh-superiorparietal,rh,0.24250561362409895,0.6229590996838514,0.0012484683146873992,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10881199062356056,0.07794433868180965,0.07582102184404285,0.08012817622883832,5.4020369655349e-22,,
25,rh-superiorparietal,rh,0.20920497258895987,0.6479030536591821,0.001077214504938051,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10106525097270934,0.07925815514304113,0.07709904803928393,0.0814788030827996,4.253076958384814e-22,,
26,rh-superiorparietal,rh,0.21814941794144146,0.6409777411945339,0.0011232184973197427,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1104805586522755,0.0111087881798679,0.1005497104230942,198,hc & pd,0.1074709079913096,0.1135759931159186,False,0.10320313417027678,0.07890308658368904,0.07675365206248734,0.08111378624413952,4.419253171426424e-22,,
1,lh-superiortemporal,lh,0.554635559070408,0.4573309811007219,0.0028507959086999514,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.1848962491116097,0.07488749969493223,0.0728474555848702,0.07698569099917198,3.618040171654297e-15,,
2,lh-superiortemporal,lh,0.5096380508775326,0.4761535759435407,0.002620117213647929,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.17723731780309177,0.07659553294191458,0.07450895952883814,0.07874157976971659,1.3477901974620825e-15,,
3,lh-superiortemporal,lh,0.6236170146755547,0.43067048087046855,0.0032042206605816547,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.19605739323376822,0.07234344842836289,0.07037270796474655,0.07437036073054219,1.6493800412699927e-14,,
4,lh-superiortemporal,lh,0.7901882926486792,0.37514407944227934,0.004056612397034684,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.22069349962290694,0.06655418334032015,0.06474115085457142,0.06841889252829277,5.829803586011174e-13,,
5,lh-superiortemporal,lh,0.8528863056021883,0.3568843024028915,0.004377078121719704,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.2292819235899842,0.06449832518195363,0.06274129725429783,0.06630543351894033,2.1008392064867775e-12,,
6,lh-superiortemporal,lh,0.9672033101577164,0.32660357423894093,0.004960851331590729,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.2441648444364861,0.060913504813475905,0.05925413259215474,0.0626201739722948,1.9645611395799807e-11,,
7,lh-superiortemporal,lh,0.740374723166149,0.39060299305763735,0.0038018552866534803,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.21362399750088604,0.06823465678901623,0.06637584576913173,0.07014644933257455,2.0515769782256194e-13,,
8,lh-superiortemporal,lh,0.5916195557721564,0.44272896214023283,0.0030403136431196185,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.1909613633187637,0.07351248330652609,0.07150989663723632,0.07557214952392098,8.167681938906641e-15,,
9,lh-superiortemporal,lh,0.5871609908203518,0.4444504185731073,0.0030174703604830895,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.19024044071500304,0.07367688580133548,0.07166982056963433,0.0757411582332042,7.404355791817996e-15,,
10,lh-superiortemporal,lh,0.592290926721393,0.44247064023464244,0.00304375329516232,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.19106968424819865,0.07348775968840032,0.07148584652632795,0.07554673320166205,8.289227767698739e-15,,
11,lh-superiortemporal,lh,1.0038747587382353,0.3176228122930429,0.005147973392735115,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.24875052917466306,0.0598067091128118,0.05817748761169601,0.0614823681681533,3.9096357244578725e-11,,
12,lh-superiortemporal,lh,0.8618157135201705,0.35438466133396607,0.004422701853436414,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.23047904735905375,0.06421079548990655,0.062461600288101105,0.06600984784556096,2.5137636554144073e-12,,
13,lh-superiortemporal,lh,0.6566767931263944,0.4187285492460787,0.0033735128121204143,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.20118707674188624,0.07115531766899738,0.06921694361055548,0.0731489410292604,3.395744663085466e-14,,
14,lh-superiortemporal,lh,1.0194403744742049,0.3139094342688616,0.005227378216841801,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.25067161603350363,0.05934307865963498,0.057726487124522885,0.0610057477581853,5.2134842645397025e-11,,
15,lh-superiortemporal,lh,0.6765953527626066,0.41177144787775166,0.0034754837967891617,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.20421552315032526,0.07044900177862483,0.0685298687894918,0.07242283564310732,5.2323434060896615e-14,,
16,lh-superiortemporal,lh,0.960199628786125,0.3283569857415022,0.004925105896559362,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.24327921899015104,0.06112722717931263,0.05946203285075876,0.06283988439236417,1.7198260266158655e-11,,
17,lh-superiortemporal,lh,1.0985488042127898,0.2958888189001955,0.005630737957539686,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.26021595638207407,0.05704229455384132,0.055488379714875705,0.058640500488000055,2.163666794321369e-10,,
18,lh-superiortemporal,lh,1.1175059282842714,0.2917707000442637,0.00572734836358052,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.2624515632349116,0.0565044605605835,0.05496519709967973,0.05808759750976644,3.0134008177089925e-10,,
19,lh-superiortemporal,lh,0.6615036612834082,0.4170266610422755,0.0033982253750307174,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.2019251304706868,0.07098350207702978,0.06904980852451795,0.07297231152332226,3.771608592374249e-14,,
20,lh-superiortemporal,lh,0.9990067146214577,0.318796017931705,0.005123137453122985,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.24814666891473686,0.05995245621072185,0.0583192643472644,0.061632198795286496,3.571226368546774e-11,,
21,lh-superiortemporal,lh,0.8671976190441419,0.352889701379827,0.004450198030452877,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.23119758028310472,0.06403812213633771,0.06229363080713247,0.06583233654533337,2.7998012124234395e-12,,
22,lh-superiortemporal,lh,0.7505655072915406,0.3873674454573163,0.00385398371160796,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.215089171724272,0.06788741574042273,0.06603806407034749,0.06978947931517314,2.5446966089414247e-13,,
23,lh-superiortemporal,lh,0.5772663706438858,0.4483081035500799,0.0029667719225958795,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.18863069938426316,0.07404306200782709,0.07202602160515162,0.07611759393207318,5.955037249336658e-15,,
24,lh-superiortemporal,lh,1.197817208119714,0.27511536292826294,0.00613642726774246,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.2717186949434703,0.054282165623799346,0.052803440700235925,0.055803038511145375,1.1765181047064885e-09,,
25,lh-superiortemporal,lh,1.2857700648438235,0.25822818416398446,0.0065840438062480895,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.28151782676241055,0.051949530023152835,0.05053434947665375,0.0534050473337581,4.8506734400932904e-09,,
26,lh-superiortemporal,lh,1.036829562423092,0.30982814251444163,0.005316070635219419,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1241350005146594,0.0168956877851795,0.1361073646846628,198,hc & pd,0.1207533830526784,0.1276130039156633,False,0.25280050185287634,0.05882942355331526,0.057226824728315265,0.060477701108793,7.168801548377142e-11,,
1,rh-superiortemporal,rh,1.6668813036416577,0.19821310784032786,0.008518975171147854,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.2945756669853741,0.03947682752742289,0.0384014214875721,0.04058288576911118,1.0232700091412295e-07,,
2,rh-superiortemporal,rh,1.5556788582360064,0.21380264414451988,0.00795517096368121,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.2845800863564725,0.04172685008326982,0.0405901501655187,0.042895949256759186,1.9211279956276903e-08,,
3,rh-superiortemporal,rh,1.3308548930758144,0.2500724656275372,0.006813336755241895,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.2632145453051265,0.04667958723482358,0.045407967573512155,0.04798745175721507,4.4074353704059496e-10,,
4,rh-superiortemporal,rh,1.5929925470758788,0.20841431889491893,0.008144425453751738,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.28797275678986667,0.040957774867991355,0.03984202567458695,0.04210532616051825,3.4138765304999624e-08,,
5,rh-superiortemporal,rh,2.714133975327865,0.10108167079245936,0.013797351112901094,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3758894812575604,0.02345773453947906,0.02281871182704229,0.024114971258936913,0.004956838929073052,,
6,rh-superiortemporal,rh,1.9637163025954754,0.1627141388546685,0.010020815790017075,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3197303807089181,0.03405244753181678,0.03312480947067878,0.035006525977357025,5.071493220683406e-06,,
7,rh-superiortemporal,rh,1.5501323069427904,0.2146177301567503,0.007927032769835434,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.28407231848544945,0.041842409233393364,0.04070256131678351,0.04301474613287041,1.76164119097072e-08,,
8,rh-superiortemporal,rh,1.7303101514460244,0.18992380953821084,0.008840276961228946,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3001279970098097,0.03824873071200616,0.03720677981066424,0.03932038024637522,2.5181128537364554e-07,,
9,rh-superiortemporal,rh,1.9248457003595012,0.16691513557964285,0.009824408402512114,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.31655012739282534,0.034717553521351106,0.033771797008374765,0.03569026684733633,3.1770210221493586e-06,,
10,rh-superiortemporal,rh,1.6510362091335011,0.20034996457356408,0.008438678583683506,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.29317223033519707,0.039789786326717404,0.03870585483525194,0.04090461302020259,8.122722422686672e-08,,
11,rh-superiortemporal,rh,1.6982344141228338,0.1940635886120856,0.008677821847534658,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.29733316290280487,0.038864874962378726,0.037806139397988346,0.039953787571540715,1.6045832498814983e-07,,
12,rh-superiortemporal,rh,1.9085619394997808,0.16871206838014052,0.009742105810001202,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3152083121302197,0.035000066820188865,0.03404661423518907,0.03598069557864771,2.60204332502424e-06,,
13,rh-superiortemporal,rh,1.7460501760873632,0.18793031589445694,0.008919976543673132,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3014899862055065,0.03794999791527279,0.03691618492860209,0.039013277580719125,3.1303798695397054e-07,,
14,rh-superiortemporal,rh,1.4976212007715515,0.22252196509479308,0.007660559712046465,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.279219356400217,0.04295259286161822,0.041782501932742314,0.044156034787225656,7.634007049277849e-09,,
15,rh-superiortemporal,rh,1.2600762065831679,0.2630240039847442,0.006453322312801005,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.2561196723256179,0.048358588698203454,0.047041230601771254,0.049713495334227,1.1949648059233035e-10,,
16,rh-superiortemporal,rh,1.5686491084556702,0.21191101737271933,0.008020964073775195,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.2857639468174508,0.04145787916295334,0.040328506403192604,0.04261944233312572,2.34985746617628e-08,,
17,rh-superiortemporal,rh,2.0880351750332475,0.15007019174440211,0.010648457837671807,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3296958171220764,0.032010413456193036,0.03113840336508331,0.03290727837266783,2.0864307742626838e-05,,
18,rh-superiortemporal,rh,1.745408328508025,0.18801112564001518,0.008916726800450966,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3014345672927589,0.03796213344313816,0.036927989867086786,0.039025753120724614,3.1028586514237733e-07,,
19,rh-superiortemporal,rh,1.8205242485190116,0.17882347354617725,0.009296902127626596,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.30785255755550067,0.036568177936636484,0.035572007730404,0.037592741892852166,8.503239782364876e-07,,
20,rh-superiortemporal,rh,1.576111414282589,0.2108317454856226,0.00805881353752843,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.2864428519532596,0.04130392368958244,0.040178744900216515,0.04246117334899825,2.636573600922245e-08,,
21,rh-superiortemporal,rh,1.9067622882449449,0.1689120283703144,0.009733009039470799,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3150596664904271,0.03503143182724591,0.03407712481396143,0.03601293936768216,2.544912348380145e-06,,
22,rh-superiortemporal,rh,1.8523086854248407,0.1750939797476754,0.009457681136656869,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3105283198813417,0.03599401610785369,0.03501348690261338,0.03700249324902967,1.2831987193075123e-06,,
23,rh-superiortemporal,rh,1.558347674241245,0.21341177121818547,0.007968709557912209,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.2848240847984611,0.04167136178598241,0.04053617344993077,0.04283890629329478,2.0027111452449703e-08,,
24,rh-superiortemporal,rh,1.845946840735717,0.17583317497869522,0.00942550443608038,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.30999459887049036,0.03610820455529502,0.03512456469112515,0.037119881018232874,1.1825791439274017e-06,,
25,rh-superiortemporal,rh,1.8428783034166114,0.17619100846094343,0.009409983755250298,198,cortical thickness,F,Group differences,cross-sectional,baseline,0.1140813196589107,0.0156089630677289,0.136823128575282,198,hc & pd,0.1109735790455061,0.1172776399241033,False,0.3097368380256957,0.036163412320919935,0.035178268517139955,0.03717663559012362,1.1367639951005858e-06,,
