region,hemisphere,n_correlations,n_significant,proportion_significant,mean_F,std_F,min_F,max_F,mean_p,std_p,min_p,max_p,mean_n,min_n,max_n
superiorfrontal,rh,26,0,0.0,2.4448110989786276,0.4318980861517391,1.5656274686165115,3.3747562473406587,0.12426614640818087,0.033287962872748704,0.06770894040552831,0.2123269972338739,201.0,201.0,201.0
subject,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
subject,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
superiorparietal,lh,26,0,0.0,0.6059617459737052,0.23813173248500455,0.22191874590439847,1.1665553125200891,0.4514482321096374,0.09295615332122478,0.2814306827859361,0.6381030342378733,201.0,201.0,201.0
superiorparietal,rh,26,0,0.0,0.08861047940285721,0.06842692312670687,0.000888938820597774,0.22538357862662384,0.7887159886403995,0.09727819443175015,0.6354940265689397,0.9762447175362866,201.0,201.0,201.0
superiorfrontal,lh,26,0,0.0,1.4801760934576302,0.3730911954817448,1.0226449552524681,2.8355328090586216,0.23259657132018735,0.0493834632527563,0.09378402161217352,0.31313287787636046,201.0,201.0,201.0
supramarginal,lh,26,0,0.0,1.9058374639759883,0.22373751346181017,1.495185775575013,2.309516638640523,0.17103857663271607,0.02520380340694137,0.13018733795977883,0.2228744134940244,201.0,201.0,201.0
temporalpole,lh,26,0,0.0,0.4054339607470333,0.3923265704783121,0.005242138931413874,1.6832228174337418,0.5926333836778418,0.20009903170329055,0.19601400248047227,0.9423549574172375,201.0,201.0,201.0
supramarginal,rh,26,0,0.0,1.4108131831921873,0.3104930959740547,0.9759093411741371,2.2255755712720933,0.24246997160322378,0.04811814519761343,0.13734167472389133,0.32442259034113763,201.0,201.0,201.0
visit,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
visit,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
