region,hemisphere,n_tests,n_significant,proportion_significant,mean_F,std_F,min_F,max_F,mean_p,std_p,min_p,max_p,mean_n,min_n,max_n
inferiortemporal,lh,26,0,0.0,0.39189087836169095,0.455127545099867,0.0002369122908678311,1.5006108109263239,0.6352171625256781,0.2425934655089036,0.22211818094970143,0.9877358906806017,192.0,192.0,192.0
inferiortemporal,rh,26,0,0.0,0.09139667041484659,0.10724174095350897,2.0930603493385678e-05,0.3972147881659784,0.8048354342973195,0.12929633433946403,0.5293005689631207,0.9963545696181447,192.0,192.0,192.0
insula,lh,26,0,0.0,0.292133547615868,0.32762722193760635,0.0017086300917478748,1.153191336787255,0.664680358156376,0.20310283523089664,0.28426582177441634,0.9670724695180174,192.0,192.0,192.0
lateraloccipital,lh,26,0,0.0,0.4180600442081784,0.48874147538243096,0.0004945154317592135,1.388611978665316,0.6343909144515704,0.25935252114450147,0.24013696880819865,0.9822820530675784,192.0,192.0,192.0
frontalpole,rh,26,0,0.0,0.7982818221603065,0.867983631659771,0.002394451865128459,3.5171697142146687,0.49613402585222094,0.26631821875844003,0.06229471538879853,0.9610248049077087,192.0,192.0,192.0
inferiorparietal,rh,26,0,0.0,0.11251563415082663,0.1299778561198322,0.001628676411906014,0.4917699776209316,0.7827450211972429,0.13891174218481317,0.484010569971705,0.9678516746225413,192.0,192.0,192.0
inferiorparietal,lh,26,0,0.0,0.178622765823125,0.19474029829961562,0.00027680865820808723,0.6324473534785183,0.7324139488610145,0.1729177313420521,0.4274672768664005,0.9867434916748966,192.0,192.0,192.0
lateralorbitofrontal,rh,26,0,0.0,0.33801630714058983,0.41327709732560447,0.000374169893166338,1.5281403747202653,0.6685029571355451,0.24495621929018874,0.2179422346676472,0.9845877285598643,192.0,192.0,192.0
lateralorbitofrontal,lh,26,0,0.0,0.17907947539511576,0.17929896523487118,0.005778336962016842,0.6070674743448489,0.7250548903992983,0.1642680204138092,0.4368789907144117,0.9394881307515655,192.0,192.0,192.0
lateraloccipital,rh,26,0,0.0,1.0571531018538722,0.6006985842351731,0.1692705114259231,2.0150639107665542,0.3502657669083612,0.16132562390928828,0.15740953514865005,0.6812320847196888,192.0,192.0,192.0
lingual,lh,26,0,0.0,0.5149851934984978,0.6462205843917241,0.0015003473972566245,2.2096442003857684,0.5916145305021824,0.2496934418631779,0.1388343610658271,0.9691435327000328,192.0,192.0,192.0
middletemporal,lh,26,0,0.0,0.10279303930506847,0.2489598395015269,0.00019928442197046786,1.2655054414802487,0.8273908921580821,0.1572824745613306,0.2620533897760026,0.98875183623648,192.0,192.0,192.0
lingual,rh,26,0,0.0,0.6708415237225542,0.6896773269992694,0.001958401042804743,2.7727680976068454,0.5254662084766362,0.2619894598430048,0.09755469683582174,0.9647492972158486,192.0,192.0,192.0
medialorbitofrontal,lh,26,0,0.0,0.43007515606342356,0.5761766744077959,9.174680058970065e-05,2.1709036792436356,0.6410762681168909,0.26329509119811506,0.1423248489133908,0.9923678263238436,192.0,192.0,192.0
medialorbitofrontal,rh,26,0,0.0,0.5074406619166065,0.6858168276874227,0.0040797583096279545,2.779169743166929,0.592445171663837,0.23792194564684893,0.09717156278639309,0.9491395877912481,192.0,192.0,192.0
paracentral,rh,26,0,0.0,0.25530760050380913,0.28449958115803775,0.0002187123645751175,1.1016329223933534,0.6901085046193233,0.20446600439958756,0.2952625849583971,0.9882163398323032,192.0,192.0,192.0
paracentral,lh,26,0,0.0,0.19860246973481516,0.17702153301589196,0.00553195810745265,0.5929507469285207,0.6957532085605818,0.14473354546375133,0.44225201296168204,0.9407898047753988,192.0,192.0,192.0
middletemporal,rh,26,0,0.0,0.1432512928230359,0.1580820047697103,0.00012599878533063122,0.5270589310944274,0.7592498719838753,0.15911224906855026,0.46875363168411754,0.9910559654728576,192.0,192.0,192.0
parsopercularis,rh,26,0,0.0,0.18366244436452675,0.2034833734674757,0.0024756577094291296,0.7187494344167654,0.7242540284667781,0.16647885246760313,0.3976382311393707,0.9603699487602358,192.0,192.0,192.0
parsorbitalis,lh,26,0,0.0,0.14808711365458574,0.20079879259083153,0.00022714094104472372,0.8724650275954019,0.7603206902010526,0.16224307060974394,0.3514783211831317,0.9879914481293813,192.0,192.0,192.0
parsorbitalis,rh,26,0,0.0,1.4835109392852237,0.8508080492127641,0.07715973852303774,3.440666243490876,0.27794514352105926,0.168824998779303,0.06518431138480155,0.7814908608846821,192.0,192.0,192.0
