region,hemisphere,n_correlations,n_significant,proportion_significant,mean_F,std_F,min_F,max_F,mean_p,std_p,min_p,max_p,mean_n,min_n,max_n
cuneus,rh,26,0,0.0,1.8106322311249974,0.3693563377472576,1.3045126971232024,2.7086629715424655,0.18571465079411448,0.04172700062891786,0.10139909298827741,0.25477686657125087,201.0,201.0,201.0
caudalmiddlefrontal,rh,26,0,0.0,0.25472639823776,0.14902713388393435,0.03742199735237396,0.6742857820085691,0.63269583070073,0.1027593884273605,0.41255396021152146,0.8468076992864819,201.0,201.0,201.0
lateraloccipital,lh,26,0,0.0,0.6015157058969899,0.1428427444288705,0.22315249473106077,0.888221248247008,0.44446223746622865,0.05947902750317037,0.3471141003841771,0.6371711852782895,201.0,201.0,201.0
isthmuscingulate,lh,26,0,0.0,2.2601597211302344,0.4141850415037216,1.43038573557124,3.2078606832613774,0.13951650812366465,0.03718516679301808,0.07482046211270707,0.23313902836662,201.0,201.0,201.0
lateraloccipital,rh,26,0,0.0,1.966269869134774,0.2836014817914798,1.4442218404063372,2.485588716380065,0.16555511618955107,0.030935268781428497,0.11649781548636978,0.23090005062695923,201.0,201.0,201.0
parahippocampal,rh,26,0,0.0,0.2240438657070705,0.2774667373022591,0.0010180990622519676,1.032426755080031,0.7085238972668388,0.1902876603937495,0.31083564323813934,0.9745779899505403,201.0,201.0,201.0
parahippocampal,lh,26,0,0.0,0.08900431891014986,0.11494900971536205,0.0002644985227547643,0.4616484065394768,0.8175718070593122,0.14112910436684328,0.49765214188483486,0.9870407069042104,201.0,201.0,201.0
middletemporal,rh,26,0,0.0,2.1775610333877125,0.3409031511953559,1.5871039280820545,3.33970171711195,0.14494700274912992,0.027689170655790463,0.06913975244443904,0.20923080064985394,201.0,201.0,201.0
lingual,lh,26,0,0.0,2.0516188896867407,0.32136575925137534,1.504155583772756,2.7539489576773097,0.1571343260808919,0.030542575063381427,0.09860561262219623,0.22149694207342852,201.0,201.0,201.0
medialorbitofrontal,lh,26,0,0.0,0.8933186522145623,0.5318111885007036,0.17207996356483507,2.367392449176878,0.3836440237969214,0.14326168148020896,0.1254984848229427,0.6787212437606944,201.0,201.0,201.0
lingual,rh,26,0,0.0,1.6725815963495825,0.2489904051879933,1.1606490647300713,2.234357341806892,0.20060544103919883,0.03355261939903989,0.13657283185548258,0.2826484396064009,201.0,201.0,201.0
middletemporal,lh,26,0,0.0,1.1979573359421563,0.3278943200358796,0.613038133250602,1.7862453555873776,0.2845108418740809,0.06584609462120014,0.18292585222745708,0.43458639888904815,201.0,201.0,201.0
fusiform,rh,26,0,0.0,1.4383980678008232,0.3876974266986637,0.7138965346733275,2.1699828735232587,0.2421016602543349,0.0661004421243153,0.14232376489977822,0.3991782500612643,201.0,201.0,201.0
inferiortemporal,rh,26,0,0.0,0.49140706677631385,0.21878962082759165,0.11021347491641798,0.8870561340225658,0.5021370316053965,0.10834965119785785,0.3474298317996841,0.7402541701164159,201.0,201.0,201.0
inferiortemporal,lh,26,0,0.0,1.6443762489153155,0.37984999353971854,0.8278858576589969,2.419569940494091,0.20921280045709836,0.055797517842116125,0.12143285506762734,0.36399645316613594,201.0,201.0,201.0
inferiorparietal,rh,26,0,0.0,1.812608349939308,0.3113038718417814,1.2354293977302482,2.55436731330776,0.1839356948319395,0.03648734332056915,0.11159250983137467,0.2677083989317912,201.0,201.0,201.0
inferiorparietal,lh,26,0,0.0,2.204300783825685,0.2924887910514506,1.518520623851369,2.994990707699734,0.14192753870215175,0.027134999762922957,0.08508828671053821,0.21931220901398965,201.0,201.0,201.0
isthmuscingulate,rh,26,0,0.0,0.5299141786227621,0.18371006954693755,0.23854317617207796,0.8930043145206304,0.477764621467361,0.07954448390757687,0.3458220369113135,0.6258035086214775,201.0,201.0,201.0
pericalcarine,lh,26,0,0.0,0.9346834634316908,0.2504468847667956,0.4774686808718054,1.6387803939130543,0.34271800129418656,0.06387440045539833,0.20199822840470766,0.4903845508514628,201.0,201.0,201.0
pericalcarine,rh,26,0,0.0,2.0554002596290504,0.4801394826395808,1.0280969389006684,3.27781227292826,0.1614529349659928,0.04991834059601053,0.07174613410764312,0.31184975741270293,201.0,201.0,201.0
postcentral,rh,26,0,0.0,0.49118107555499546,0.16684092567211012,0.21641116675166325,0.8506816597136374,0.49317011118722465,0.07340965298452927,0.35748776877812993,0.642301958438885,201.0,201.0,201.0
rejected_images,lh,0,0,0.0,,,,,,,,,201.0,201.0,201.0
precuneus,rh,26,0,0.0,2.333798678250134,0.392815190019112,1.7206490411417596,3.4182483302424886,0.13222410627575132,0.030054043215574512,0.0659779221696822,0.191136108851492,201.0,201.0,201.0
rejected_images,rh,0,0,0.0,,,,,,,,,201.0,201.0,201.0
precentral,rh,26,0,0.0,1.7565954050298367,0.38708613471217546,1.0480696870803439,2.460981839014239,0.19405779737173082,0.05239052041846637,0.11831062296727972,0.3072075489389425,201.0,201.0,201.0
superiorfrontal,rh,26,0,0.0,2.4425748034430352,0.31885973580795635,1.781552911786948,3.233703345850574,0.12226695472102415,0.024314631119661007,0.07366841178513489,0.1834992952395845,201.0,201.0,201.0
superiorfrontal,lh,26,0,0.0,2.668835061522143,0.44435716283029214,1.794320146047453,3.814515162066253,0.1080895303093312,0.029222877958063772,0.05222665622118302,0.18194395354234905,201.0,201.0,201.0
subject,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
subject,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
superiorparietal,lh,26,0,0.0,0.8986205416441814,0.30943659040843374,0.3666734783593443,1.536525662322488,0.35826549342137326,0.08899774164178959,0.2166103104174358,0.5455200886060354,201.0,201.0,201.0
superiorparietal,rh,26,0,0.0,0.029667859452776398,0.045248152987680854,5.555135343526611e-05,0.1741372395868513,0.893970206578616,0.08538182731676557,0.6769151925776837,0.9940607417513452,201.0,201.0,201.0
supramarginal,lh,26,0,0.0,2.0027376454504418,0.21192980330847314,1.675937827618593,2.4542806650515034,0.16021434106343937,0.0212050452220984,0.11880972951976762,0.1969804416047034,201.0,201.0,201.0
supramarginal,rh,26,0,0.0,1.4398131236753602,0.3255919169592735,1.0395560547839249,2.373853083029032,0.23791244238010528,0.0475233336666462,0.12498691573591758,0.3091752273599509,201.0,201.0,201.0
temporalpole,rh,26,0,0.0,1.01817883262222,0.705229408265154,1.1163813692474627e-06,3.06839984213743,0.3783114496542325,0.20020674489497522,0.08138414229445728,0.9991580328756352,201.0,201.0,201.0
temporalpole,lh,26,0,0.0,0.5223630951380187,0.6935544995790228,0.008070328860873858,2.9400530608345266,0.5873457461925801,0.24317107432853127,0.08798048923107848,0.9285095954967244,201.0,201.0,201.0
visit,lh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
visit,rh,0,0,0.0,,,,,,,,,0.0,0.0,0.0
