region,npv,num,anat,n,timepoint,npv_CI_low,npv_CI_high
3rd-Ventricle,0.04269858605135309,27.810826380155696,651.3289771869246,198,hc & pd,0.041535414636406004,0.0438949112367473
4th-Ventricle,0.0689969367538333,43.07544017365169,624.309457785581,198,hc & pd,0.06711736012208139,0.07093008678963046
5th-Ventricle,0.8326280869813893,0.3187449894482552,0.3828179645054175,198,hc & pd,0.8099460902310979,0.8559565866493747
Brain-Stem,0.08237897394945275,213.08390010964297,2586.6296931592033,198,hc & pd,0.08013485121490993,0.08468706071289114
BrainSegVol,0.024332179404274956,2747.264181017734,112906.62194176749,198,hc & pd,0.02366933554540858,0.025013916242161226
BrainSegVol-to-eTIV,0.05223422473088308,0.0017622622575734158,0.0337376933735075,198,hc & pd,0.050811288687618944,0.05369771859248171
BrainSegVolNotVent,0.02543405036807457,2748.4335500323227,108061.18216555167,198,hc & pd,0.024741189945977963,0.026146659328598876
CC_Anterior,0.2098065334018322,33.43131650346159,159.3435436037267,198,hc & pd,0.20409109912425102,0.21568487418967447
CC_Central,0.2595298037301629,31.208986336108836,120.25203228126084,198,hc & pd,0.25245983544918305,0.266801286682535
CC_Mid_Anterior,0.25217952684372796,31.08619810817194,123.27011037432713,198,hc & pd,0.24530979076612755,0.25924507039219835
CC_Mid_Posterior,0.27343850938979136,29.514418674819087,107.93804698790896,198,hc & pd,0.26598964779317025,0.28109968521997536
CC_Posterior,0.283278922690593,48.563619311069885,171.433931087463,198,hc & pd,0.27556199396292,0.29121580634520655
CSF,0.14106665985892908,43.32776606517941,307.1439141502924,198,hc & pd,0.1372237994383843,0.14501905298514892
CerebralWhiteMatterVol,0.03412366986512027,1857.0345312273917,54420.71554928421,198,hc & pd,0.03319409160432113,0.03507974381165853
CortexVol,0.02747526744324138,1230.0984046718397,44771.11668568783,198,hc & pd,0.02672680130739396,0.028245067042184994
EstimatedTotalIntraCranialVol,0.0006775018545617861,114.82821427547877,169487.675203119,198,hc & pd,0.0006590457213808856,0.0006964840412503277
Left-Accumbens-area,0.28307038519542893,25.323827070222176,89.46123789226084,198,hc & pd,0.2753591373315913,0.2910014260650551
Left-Amygdala,0.23245912756842183,52.01604232997413,223.7642499740681,198,hc & pd,0.22612660376995383,0.23897214672438177
Left-Caudate,0.09203342461950939,40.08039109817606,435.4982036567588,198,hc & pd,0.08952630064570022,0.09461200892293292
Left-Cerebellum-Cortex,0.05733828870697123,335.79304284924046,5856.349228790543,198,hc & pd,0.05577631055795899,0.05894478777897926
Left-Cerebellum-White-Matter,0.18970649672673429,395.98189215356786,2087.339648277656,198,hc & pd,0.18453861660168977,0.19502167647517243
Left-Hippocampus,0.16058448373993506,70.34512782932454,438.0568171408625,198,hc & pd,0.15620992948781812,0.16508372551928954
Left-Inf-Lat-Vent,0.09486603968088948,33.26882125819711,350.6926332131795,198,hc & pd,0.09228175116432512,0.09752398794110494
Left-Lateral-Ventricle,0.010372413028497405,83.87571746265817,8086.4228248736445,198,hc & pd,0.010089853453239745,0.010663026373969278
Left-Pallidum,0.22065239848585358,55.911586860856886,253.3921554650197,198,hc & pd,0.21464150711231766,0.22683461775673971
Left-Putamen,0.14497208435618775,82.85201358453308,571.5032238963374,198,hc & pd,0.14102283450782954,0.14903389931853367
Left-Thalamus,0.16099755034335897,143.6251333814874,892.0951472564552,198,hc & pd,0.15661174355784444,0.16550836538606056
Left-VentralDC,0.15175097556765713,66.21750474969465,436.35636938737196,198,hc & pd,0.14761705889045512,0.15600272090089576
Left-WM-hypointensities,,0.0,0.0,198,hc & pd,,
