region,hemisphere,npv,num,anat,n,timepoint,npv_CI_low,npv_CI_high
BrainSegVolNotVent,lh,0.23339041300281702,0.003694697517864012,0.015830545352432352,178,pd,0.22668892757277745,0.2402934844409357
BrainSegVolNotVent,rh,0.23339041300281702,0.003694697517864012,0.015830545352432352,178,pd,0.22668892757277745,0.2402934844409357
bankssts,lh,0.6676216901204312,0.0575058200040682,0.08613533810397146,178,pd,0.6484518494592106,0.6873681748249388
bankssts,rh,0.6782377404828915,0.04231320409972591,0.06238697962988578,178,pd,0.658763074503813,0.6982982198930937
caudalanteriorcingulate,lh,0.8177395619415748,0.0688718183997868,0.08422219200971898,178,pd,0.7942592925962686,0.8419261364509161
caudalanteriorcingulate,rh,0.6162576632990768,0.042254178758237976,0.06856576603369806,178,pd,0.5985626701816897,0.6344849358734231
caudalmiddlefrontal,lh,0.5483253418745765,0.029641030986500318,0.05405737930179485,178,pd,0.5325809321440467,0.5645433559634644
caudalmiddlefrontal,rh,0.5180247230540925,0.03176014799842386,0.06131010082139929,178,pd,0.5031503540117558,0.5333465249393777
cuneus,lh,0.5613183915165937,0.02918496302046176,0.051993598395393026,178,pd,0.5452009041958258,0.5779207056661563
cuneus,rh,0.5178103958037354,0.033939525171655244,0.06554431013107599,178,pd,0.5029421808742736,0.5331258584555392
eTIV,lh,0.0056665979577228305,9.328435324726913e-05,0.016462144295967703,178,pd,0.005503889373582688,0.005834200945394762
eTIV,rh,0.0056665979577228305,9.328435324726913e-05,0.016462144295967703,178,pd,0.005503889373582688,0.005834200945394762
entorhinal,lh,0.7589465476581079,0.1210753218309463,0.1595307630090026,178,pd,0.7371544390368843,0.7813941802270353
entorhinal,rh,0.7306307763602439,0.11378002302103225,0.1557284838011423,178,pd,0.7096517162543878,0.7522409032682502
frontalpole,lh,0.67761384088047,0.09653019467355703,0.14245605513035084,178,pd,0.6581570893223039,0.6976558669897405
frontalpole,rh,0.6776574924955047,0.0853615373253814,0.12596560691896674,178,pd,0.6581994875411155,0.6977008097041527
fusiform,lh,0.6265992563195049,0.031809068715619906,0.05076461294010915,178,pd,0.6086073185502011,0.6451324058769092
fusiform,rh,0.558066438238537,0.030866988673216217,0.055310598448893994,178,pd,0.5420423262935254,0.5745725682068257
inferiorparietal,lh,0.5147533875709955,0.02194325534140447,0.04262867592761208,178,pd,0.4999729504378349,0.5299784320006194
inferiorparietal,rh,0.3712160949186534,0.016205901817038532,0.04365624777284999,178,pd,0.3605571341692095,0.38219568567918727
inferiortemporal,lh,0.47001088989912315,0.03155663832066563,0.06714022802203269,178,pd,0.456515172186927,0.4839125695265045
inferiortemporal,rh,0.4089491833290868,0.025566223068125754,0.06251687033582429,178,pd,0.3972067687266782,0.4210448190956121
insula,lh,0.7359248499154555,0.03185065477670928,0.043279765291752745,178,pd,0.7147937777524659,0.7576915615240931
insula,rh,0.8082915586722875,0.03985150767530044,0.0493033822359362,178,pd,0.7850825757754583,0.8321986862211631
isthmuscingulate,lh,0.792427056158654,0.03723533264555284,0.046988971863295204,178,pd,0.7696736006808051,0.815864953661733
isthmuscingulate,rh,0.6981393034807304,0.029631089208410955,0.04244294664500122,178,pd,0.6780931914308853,0.7187884185136934
lateraloccipital,lh,0.4384398800828318,0.019616713062294944,0.04474208198987026,178,pd,0.42585068059292847,0.45140777269929266
lateraloccipital,rh,0.41733551540872693,0.018600571147748542,0.04456982562227337,178,pd,0.40535229878913137,0.42967919670850574
lateralorbitofrontal,lh,0.39454358350946866,0.020036234431874043,0.050783323489008644,178,pd,0.38321480593721946,0.4062131397152085
lateralorbitofrontal,rh,0.6507140400947136,0.04641244523825055,0.07132540928653555,178,pd,0.632029679401782,0.6699604412076265
lingual,lh,0.4963443096305999,0.02129530775146813,0.04290430521368722,178,pd,0.48209246390790367,0.511024862200008
lingual,rh,0.4460023480400842,0.01982881546903252,0.04445899344738521,178,pd,0.43319600266068775,0.45919391846698177
medialorbitofrontal,lh,0.6971091600453683,0.046599680648690425,0.06684703532751986,178,pd,0.6770926271506141,0.7177278061587457
medialorbitofrontal,rh,0.6532884749397365,0.036519159748691334,0.05590051125891987,178,pd,0.6345301928831014,0.672611021029726
middletemporal,lh,0.59827089926304,0.03574800582097523,0.05975220567306586,178,pd,0.5810923713918907,0.6159661709060549
middletemporal,rh,0.3682612836147724,0.019669847183576766,0.05341274811867769,178,pd,0.3576871662170613,0.37915347886811973
paracentral,lh,0.5689539113988908,0.031249381046916967,0.054924274920764495,178,pd,0.5526171806028506,0.5857820640417167
paracentral,rh,0.5782982426901364,0.02774662281501307,0.047979780616210964,178,pd,0.5616932022442006,0.5954027759503793
parahippocampal,lh,0.7435918429884838,0.04484516349318394,0.060308842701867114,178,pd,0.7222406236407404,0.7655853239841658
parahippocampal,rh,0.7917925102801331,0.05069328553078244,0.06402344663862425,178,pd,0.769057274916405,0.8152116395935771
parsopercularis,lh,0.8161455720506399,0.04767412815651997,0.05841375581654433,178,pd,0.7927110719376355,0.8402850005527943
parsopercularis,rh,0.6056307671244291,0.026407495633245428,0.0436032927432498,178,pd,0.5882409107475133,0.6235437242026279
parsorbitalis,lh,0.6690819059714015,0.044471860185626454,0.0664669897492749,178,pd,0.64987013721586,0.6888715800006319
parsorbitalis,rh,0.5566479438883225,0.039815210623310636,0.07152673617222335,178,pd,0.5406645620619916,0.5731121185435882
parstriangularis,lh,0.7066512075867784,0.03739754500735753,0.05292221198499123,178,pd,0.6863606878913293,0.7275520822415804
parstriangularis,rh,0.6122454838700486,0.03138366051655574,0.05125992978858304,178,pd,0.5946656949790923,0.6303540867832689
pericalcarine,lh,0.5356281304968475,0.04859912834370949,0.09073296486244858,178,pd,0.5202483037667727,0.5514705946388561
pericalcarine,rh,0.4752706630727611,0.04259390936292084,0.08962032095046431,178,pd,0.4616239181918182,0.48932791288616156
postcentral,lh,0.5253598549025081,0.025367818106223607,0.04828655609959226,178,pd,0.5102748676150725,0.5408986105971043
postcentral,rh,0.37474143002353594,0.01867259362135509,0.04982794034858207,178,pd,0.3639812441143375,0.3858252908770835
posteriorcingulate,lh,0.6321068715424238,0.03287758626182255,0.052012701873651396,178,pd,0.6139567901600395,0.650802921798483
posteriorcingulate,rh,0.6645027382172628,0.03651345143181877,0.054948534192315844,178,pd,0.6454224539798352,0.6841569725695704
precentral,lh,0.7166256881820682,0.02811634176019263,0.03923434817347673,178,pd,0.6960487649642056,0.7378215816048715
precentral,rh,0.4237687613738222,0.01522741812927836,0.03593331910524119,178,pd,0.4116008229246182,0.436302721082661
precuneus,lh,0.6494229946403818,0.03207236270694721,0.04938593639528777,178,pd,0.6307757045459825,0.6686312100416948
precuneus,rh,0.338711264884821,0.012956608593884847,0.03825266513734272,178,pd,0.32898563572374445,0.34872944870099704
rostralanteriorcingulate,lh,0.521518782444532,0.05952353159042498,0.11413497192070128,178,pd,0.5065440862816617,0.5369439293698764
rostralanteriorcingulate,rh,0.528332774938929,0.049481140892976526,0.09365525524835393,178,pd,0.513162424332356,0.543959461749149
rostralmiddlefrontal,lh,0.6707786662792684,0.04169254250954155,0.06215543905235575,178,pd,0.6515181773799338,0.6906185259929399
rostralmiddlefrontal,rh,0.34206468464416234,0.02240631718898901,0.06550315830556289,178,pd,0.3322427666365608,0.35218205375189726
superiorfrontal,lh,0.5727570450888185,0.025510536468333886,0.04453989119309378,178,pd,0.5563111125278744,0.5896976843724302
superiorfrontal,rh,0.3747682552695478,0.01684287277253168,0.0449421009802915,178,pd,0.36400729911022217,0.38585290954295864
superiorparietal,lh,0.6592453225599587,0.03592493388082623,0.05449402923531375,178,pd,0.6403159977984315,0.6787440564553482
superiorparietal,rh,0.40153433244206904,0.017881325632379593,0.044532494951622606,178,pd,0.39000482510755524,0.41341065652086245
superiortemporal,lh,0.5813679568371194,0.025862678606175048,0.044485903122144274,178,pd,0.5646747737619912,0.5985632841268966
superiortemporal,rh,0.33749089377155655,0.01866887107234654,0.05531666606976148,178,pd,0.3278003058922943,0.3474729822363105
supramarginal,lh,0.762580917378461,0.03870096160900291,0.05074997384152484,178,pd,0.7406844528181268,0.7851360449960897
supramarginal,rh,0.6638785871349696,0.023587903331902766,0.03553044756827988,178,pd,0.6448162245393537,0.6835143607482357
temporalpole,lh,0.7118385525528074,0.08900618935870797,0.12503704532370785,178,pd,0.6913990853652006,0.7328928551587148
temporalpole,rh,0.6293674646215718,0.09811939202949828,0.1559015957211831,178,pd,0.6112960415496589,0.6479824904626628
transversetemporal,lh,0.6724552650901454,0.039467635873212725,0.05869183858337688,178,pd,0.6531466349567363,0.6923447141644752
transversetemporal,rh,0.5800867843568841,0.042519137640591634,0.07329789056947862,178,pd,0.5634303883913856,0.5972442179515356
