region,npv,num,anat,n,timepoint,npv_CI_low,npv_CI_high
TotalGrayVol,0.12521526217598858,0.0033372182703640912,0.026651849082691456,178,pd,0.12161987775426067,0.12891879861873518
TotalVentricle,0.4510175904635443,0.028556324874850728,0.06331532401097986,178,pd,0.4380672392803253,0.4643574985032992
WM-hypointensities,0.5485088777033096,0.17201545425971865,0.31360559737879473,178,pd,0.532759197993322,0.5647323202968259
lhCerebralWhiteMatterVol,0.29990170202638533,0.00815396076263066,0.027188777881338184,178,pd,0.29129043620481265,0.30877200156810874
lhCortexVol,0.20813479191683196,0.006072529195617996,0.029175944779306778,178,pd,0.2021584869882395,0.21429086884764623
lhSurfaceHoles,0.6229864349269392,0.6216823899248353,0.9979067842749147,178,pd,0.6050982343660842,0.6414127267782143
non-WM-hypointensities,,0.02319100286768226,,178,pd,,
rhCerebralWhiteMatterVol,0.2880896772510884,0.0082908121373737,0.028778581087956622,178,pd,0.2798175775114146,0.2966106083256001
rhCortexVol,0.15444537277415096,0.005148340524461108,0.03333437857014755,178,pd,0.1500106858387861,0.15901345861722269
rhSurfaceHoles,0.6579830685019687,0.8243486282860087,1.252841703302191,178,pd,0.6390899876335381,0.6774444682591507
